,year,country_name,country_code,internet_usage,data_source_x,yoy_growth,growth_category,cagr_3yr,gdp_per_capita,data_source_y,region,incomegroup,specialnotes,tablename
3167,2023,Mongolia,MNG,61.83014498229022,Imputed,-26.31768647576972,Significant Decline,-0.3585399822793378,5838.631081,Original,East Asia & Pacific,Upper middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1991-2004. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Mongolia
3168,2000,Montenegro,MNE,6.4174185964911885,Imputed,,,,1627.065119,Original,Europe & Central Asia,Upper middle income,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators continue to include data for Montenegro through 2005.",Montenegro
3169,2001,Montenegro,MNE,10.12059368421069,Imputed,57.70505744699688,High Growth,,1909.598702,Original,Europe & Central Asia,Upper middle income,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators continue to include data for Montenegro through 2005.",Montenegro
3170,2002,Montenegro,MNE,13.82376877192928,Imputed,36.59049264566345,High Growth,,2106.635068,Original,Europe & Central Asia,Upper middle income,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators continue to include data for Montenegro through 2005.",Montenegro
3171,2003,Montenegro,MNE,17.52694385964878,Imputed,26.78846231310823,High Growth,39.78114996342666,2789.159065,Original,Europe & Central Asia,Upper middle income,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators continue to include data for Montenegro through 2005.",Montenegro
3172,2004,Montenegro,MNE,25.3501,Original,44.63502709312601,High Growth,35.807752627136935,3380.165121,Original,Europe & Central Asia,Upper middle income,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators continue to include data for Montenegro through 2005.",Montenegro
3173,2005,Montenegro,MNE,27.1,Original,6.902931349383246,Moderate Growth,25.15482866642578,3674.617924,Original,Europe & Central Asia,Upper middle income,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators continue to include data for Montenegro through 2005.",Montenegro
3174,2006,Montenegro,MNE,28.9,Original,6.6420664206642055,Moderate Growth,18.14006779023456,4425.678873,Original,Europe & Central Asia,Upper middle income,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators continue to include data for Montenegro through 2005.",Montenegro
3175,2007,Montenegro,MNE,30.8,Original,6.574394463667832,Moderate Growth,6.70637011676769,5976.394145,Original,Europe & Central Asia,Upper middle income,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators continue to include data for Montenegro through 2005.",Montenegro
3176,2008,Montenegro,MNE,32.9,Original,6.818181818181812,Moderate Growth,6.678164760932615,7367.751909,Original,Europe & Central Asia,Upper middle income,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators continue to include data for Montenegro through 2005.",Montenegro
3177,2009,Montenegro,MNE,35.1,Original,6.686930091185417,Moderate Growth,6.6931222825737935,6727.107767,Original,Europe & Central Asia,Upper middle income,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators continue to include data for Montenegro through 2005.",Montenegro
3178,2010,Montenegro,MNE,37.5,Original,6.837606837606836,Moderate Growth,6.780885271979709,6688.402596,Original,Europe & Central Asia,Upper middle income,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators continue to include data for Montenegro through 2005.",Montenegro
3179,2011,Montenegro,MNE,35.6115,Original,-5.035999999999996,Moderate Decline,2.675018483787084,7328.789431,Original,Europe & Central Asia,Upper middle income,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators continue to include data for Montenegro through 2005.",Montenegro
3180,2012,Montenegro,MNE,56.8388,Original,59.60799180040155,High Growth,17.430054192959044,6586.399703,Original,Europe & Central Asia,Upper middle income,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators continue to include data for Montenegro through 2005.",Montenegro
3181,2013,Montenegro,MNE,60.31,Original,6.1070958570554,Moderate Growth,17.161795942698067,7188.863616,Original,Europe & Central Asia,Upper middle income,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators continue to include data for Montenegro through 2005.",Montenegro
3182,2014,Montenegro,MNE,63.8869,Original,5.930857237605691,Moderate Growth,21.5086463595213,7387.872969,Original,Europe & Central Asia,Upper middle income,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators continue to include data for Montenegro through 2005.",Montenegro
3183,2015,Montenegro,MNE,68.1198,Original,6.625614953926395,Moderate Growth,6.220780424695116,6517.192675,Original,Europe & Central Asia,Upper middle income,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators continue to include data for Montenegro through 2005.",Montenegro
3184,2016,Montenegro,MNE,69.8816,Original,2.5863258553313617,Stable,5.032693738773819,7033.439624,Original,Europe & Central Asia,Upper middle income,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators continue to include data for Montenegro through 2005.",Montenegro
3185,2017,Montenegro,MNE,71.2723,Original,1.9900803645022336,Stable,3.7137457359107895,7803.358245,Original,Europe & Central Asia,Upper middle income,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators continue to include data for Montenegro through 2005.",Montenegro
3186,2018,Montenegro,MNE,71.5171,Original,0.3434714468313782,Stable,1.635519291176002,8850.374925,Original,Europe & Central Asia,Upper middle income,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators continue to include data for Montenegro through 2005.",Montenegro
3187,2019,Montenegro,MNE,73.4767,Original,2.740043989479424,Stable,1.6862584299057737,8909.653876,Original,Europe & Central Asia,Upper middle income,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators continue to include data for Montenegro through 2005.",Montenegro
3188,2020,Montenegro,MNE,77.6088,Original,5.623687509101538,Moderate Growth,2.8797889824221823,7677.371321,Original,Europe & Central Asia,Upper middle income,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators continue to include data for Montenegro through 2005.",Montenegro
3189,2021,Montenegro,MNE,82.2197,Original,5.941207698096096,Moderate Growth,4.758353528542125,9465.96153,Original,Europe & Central Asia,Upper middle income,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators continue to include data for Montenegro through 2005.",Montenegro
